"[
  {""event"": ""First successful manned flight by the Wright brothers"", ""year"": 1903, ""date"": ""1903-12-17""},
  {""event"": ""First organoid transplant"", ""year"": 2018, ""date"": ""2018-01-01""},
  {""event"": ""mRNA COVID vaccine approval"", ""year"": 2020, ""date"": ""2020-12-11""},
  {""event"": ""First pig heart transplant to human"", ""year"": 2022, ""date"": ""2022-01-07""},
  {""event"": ""Neuralink first human implant"", ""year"": 2023, ""date"": ""2023-01-30""},
  {""event"": ""First fully autonomous delivery robot"", ""year"": 2019, ""date"": ""2019-01-01""},
  {""event"": ""Global 5G rollout"", ""year"": 2020, ""date"": ""2020-01-01""},
  {""event"": ""First quantum computer for sale"", ""year"": 2017, ""date"": ""2017-05-01""},
  {""event"": ""AI art generated by GANs"", ""year"": 2014, ""date"": ""2014-06-01""},
  {""event"": ""Deepfake technology emerges"", ""year"": 2017, ""date"": ""2017-07-01""},
  {""event"": ""First AI-generated music hit charts"", ""year"": 2021, ""date"": ""2021-01-01""},
  {""event"": ""Boston Dynamics robot dances"", ""year"": 2020, ""date"": ""2020-12-31""},
  {""event"": ""First humanoid robot in space"", ""year"": 2011, ""date"": ""2011-02-01""},
  {""event"": ""Self-driving taxi service launch"", ""year"": 2018, ""date"": ""2018-12-01""},
  {""event"": ""Hyperloop test track"", ""year"": 2016, ""date"": ""2016-05-01""},
  {""event"": ""First vertical farm commercial"", ""year"": 2016, ""date"": ""2016-01-01""},
  {""event"": ""Lab-grown meat approved"", ""year"": 2020, ""date"": ""2020-12-01""},
  {""event"": ""First carbon capture plant operational"", ""year"": 2014, ""date"": ""2014-05-01""},
  {""event"": ""Paris Climate Agreement signed"", ""year"": 2016, ""date"": ""2016-04-22""},
  {""event"": ""Global renewable energy surpasses coal"", ""year"": 2021, ""date"": ""2021-01-01""},
  {""event"": ""First fusion energy net gain"", ""year"": 2022, ""date"": ""2022-12-05""},
  {""event"": ""Electric vehicle sales boom"", ""year"": 2020, ""date"": ""2020-01-01""},
  {""event"": ""Tesla Gigafactory opens"", ""year"": 2016, ""date"": ""2016-07-29""},
  {""event"": ""First offshore wind farm in US"", ""year"": 2016, ""date"": ""2016-01-01""},
  {""event"": ""Global solar power capacity doubles"", ""year"": 2017, ""date"": ""2017-01-01""},
  {""event"": ""IPCC report on 1.5C warming"", ""year"": 2018, ""date"": ""2018-10-08""},
  {""event"": ""Greta Thunberg school strike begins"", ""year"": 2018, ""date"": ""2018-08-20""},
  {""event"": ""Fridays for Future global"", ""year"": 2019, ""date"": ""2019-03-15""},
  {""event"": ""COP26 Glasgow"", ""year"": 2021, ""date"": ""2021-10-31""},
  {""event"": ""US rejoins Paris Agreement"", ""year"": 2021, ""date"": ""2021-02-19""},
  {""event"": ""EU Green Deal announced"", ""year"": 2019, ""date"": ""2019-12-11""},
  {""event"": ""China pledges carbon neutrality"", ""year"": 2020, ""date"": ""2020-09-22""},
  {""event"": ""India renewable energy push"", ""year"": 2015, ""date"": ""2015-10-01""},
  {""event"": ""First floating solar farm"", ""year"": 2015, ""date"": ""2015-01-01""},
  {""event"": ""Battery storage cost halves"", ""year"": 2017, ""date"": ""2017-01-01""},
  {""event"": ""Global electric car sales record"", ""year"": 2021, ""date"": ""2021-01-01""},
  {""event"": ""Hydrogen fuel cell vehicle launch"", ""year"": 2014, ""date"": ""2014-01-01""},
  {""event"": ""First tidal energy array"", ""year"": 2016, ""date"": ""2016-01-01""},
  {""event"": ""Geothermal breakthrough in Iceland"", ""year"": 2020, ""date"": ""2020-01-01""},
  {""event"": ""First commercial wave energy"", ""year"": 2016, ""date"": ""2016-01-01""},
  {""event"": ""Deforestation rate slows in Amazon"", ""year"": 2019, ""date"": ""2019-01-01""},
  {""event"": ""Plastic pollution treaty talks"", ""year"": 2022, ""date"": ""2022-03-01""},
  {""event"": ""Biodiversity COP15"", ""year"": 2022, ""date"": ""2022-12-07""},
  {""event"": ""First rewilding project success"", ""year"": 2015, ""date"": ""2015-01-01""},
  {""event"": ""Coral reef restoration advance"", ""year"": 2021, ""date"": ""2021-01-01""},
  {""event"": ""Ocean plastic cleanup sail"", ""year"": 2019, ""date"": ""2019-06-01""},
  {""event"": ""First vertical ocean farm"", ""year"": 2020, ""date"": ""2020-01-01""},
  {""event"": ""Sustainable aviation fuel flight"", ""year"": 2018, ""date"": ""2018-01-01""},
  {""event"": ""Electric plane prototype"", ""year"": 2017, ""date"": ""2017-01-01""},
  {""event"": ""Hyperloop pod race"", ""year"": 2019, ""date"": ""2019-08-01""},
  {""event"": ""First drone air taxi"", ""year"": 2019, ""date"": ""2019-01-01""},
  {""event"": ""Autonomous ship launch"", ""year"": 2018, ""date"": ""2018-01-01""},
  {""event"": ""3D printed house completed"", ""year"": 2018, ""date"": ""2018-01-01""},
  {""event"": ""First lab-grown diamond jewelry"", ""year"": 2018, ""date"": ""2018-01-01""},
  {""event"": ""Blockchain supply chain tracking"", ""year"": 2018, ""date"": ""2018-01-01""},
  {""event"": ""First DAO (decentralized organization)"", ""year"": 2016, ""date"": ""2016-01-01""},
  {""event"": ""Web3 concept popularized"", ""year"": 2021, ""date"": ""2021-01-01""},
  {""event"": ""First metaverse land sale"", ""year"": 2021, ""date"": ""2021-03-25""},
  {""event"": ""VR/AR headset mainstream"", ""year"": 2020, ""date"": ""2020-01-01""},
  {""event"": ""First holographic concert"", ""year"": 2012, ""date"": ""2012-04-01""},
  {""event"": ""AI personal assistant Siri released"", ""year"": 2011, ""date"": ""2011-10-04""},
  {""event"": ""First smartphone iPhone"", ""year"": 2007, ""date"": ""2007-06-29""},
  {""event"": ""World Wide Web proposed by Tim Berners-Lee"", ""year"": 1989, ""date"": ""1989-03-01""},
  {""event"": ""First email sent"", ""year"": 1971, ""date"": ""1971-10-01""},
  {""event"": ""Invention of the transistor"", ""year"": 1947, ""date"": ""1947-12-23""},
  {""event"": ""First programmable computer ENIAC"", ""year"": 1945, ""date"": ""1945-02-15""},
  {""event"": ""First photograph"", ""year"": 1826, ""date"": ""1826-08-01""},
  {""event"": ""Invention of the steam engine"", ""year"": 1712, ""date"": ""1712-01-01""},
  {""event"": ""First public railway"", ""year"": 1825, ""date"": ""1825-09-27""},
  {""event"": ""Telegraph invented by Morse"", ""year"": 1837, ""date"": ""1837-01-01""},
  {""event"": ""First transatlantic cable"", ""year"": 1858, ""date"": ""1858-08-05""},
  {""event"": ""Invention of the automobile"", ""year"": 1886, ""date"": ""1886-01-29""},
  {""event"": ""First powered airplane flight"", ""year"": 1903, ""date"": ""1903-12-17""},
  {""event"": ""First commercial radio broadcast"", ""year"": 1906, ""date"": ""1906-12-24""},
  {""event"": ""First talking motion picture"", ""year"": 1927, ""date"": ""1927-10-06""},
  {""event"": ""Invention of television"", ""year"": 1927, ""date"": ""1927-01-01""},
  {""event"": ""First color TV broadcast"", ""year"": 1953, ""date"": ""1953-06-25""},
  {""event"": ""First video game Pong"", ""year"": 1972, ""date"": ""1972-11-01""},
  {""event"": ""First personal computer Altair"", ""year"": 1975, ""date"": ""1975-01-01""},
  {""event"": ""Apple Macintosh released"", ""year"": 1984, ""date"": ""1984-01-24""},
  {""event"": ""World Wide Web launched"", ""year"": 1991, ""date"": ""1991-08-06""},
  {""event"": ""First Google search"", ""year"": 1998, ""date"": ""1998-09-04""},
  {""event"": ""Wikipedia founded"", ""year"": 2001, ""date"": ""2001-01-15""},
  {""event"": ""First iPhone announced"", ""year"": 2007, ""date"": ""2007-01-09""},
  {""event"": ""Bitcoin launched"", ""year"": 2009, ""date"": ""2009-01-03""},
  {""event"": ""First Tesla Model S delivered"", ""year"": 2012, ""date"": ""2012-06-22""},
  {""event"": ""First SpaceX Falcon 1 success"", ""year"": 2008, ""date"": ""2008-09-28""},
  {""event"": ""First commercial orbital flight"", ""year"": 2021, ""date"": ""2021-09-16""},
  {""event"": ""First gene therapy approval"", ""year"": 2017, ""date"": ""2017-12-01""},
  {""event"": ""First exascale supercomputer"", ""year"": 2022, ""date"": ""2022-06-01""},
  {""event"": ""First fusion ignition"", ""year"": 2022, ""date"": ""2022-12-05""},
  {""event"": ""First quantum internet link"", ""year"": 2021, ""date"": ""2021-01-01""},
  {""event"": ""First 3D printed human organ"", ""year"": 2019, ""date"": ""2019-01-01""},
  {""event"": ""First bionic eye implant"", ""year"": 2012, ""date"": ""2012-01-01""},
  {""event"": ""First exoskeleton for paralyzed"", ""year"": 2010, ""date"": ""2010-01-01""},
  {""event"": ""First lab-grown burger"", ""year"": 2013, ""date"": ""2013-08-05""},
  {""event"": ""First commercial drone"", ""year"": 2013, ""date"": ""2013-01-01""},
  {""event"": ""First wearable fitness tracker"", ""year"": 2013, ""date"": ""2013-01-01""},
  {""event"": ""First smart home device Echo"", ""year"": 2014, ""date"": ""2014-11-06""},
  {""event"": ""First ride-sharing Uber in US"", ""year"": 2011, ""date"": ""2011-05-01""},
  {""event"": ""First streaming service Netflix original"", ""year"": 2013, ""date"": ""2013-02-01""},
  {""event"": ""First e-sports world championship"", ""year"": 2000, ""date"": ""2000-01-01""},
  {""event"": ""First online retail Amazon"", ""year"": 1995, ""date"": ""1995-07-16""},
  {""event"": ""First social media Friendster"", ""year"": 2002, ""date"": ""2002-03-01""},
  {""event"": ""First blog published"", ""year"": 1994, ""date"": ""1994-01-01""},
  {""event"": ""First podcast"", ""year"": 2004, ""date"": ""2004-01-01""},
  {""event"": ""First viral video on YouTube"", ""year"": 2005, ""date"": ""2005-04-23""},
  {""event"": ""First meme 'Distracted Boyfriend'"", ""year"": 2017, ""date"": ""2017-01-01""},
  {""event"": ""First cancel culture incident"", ""year"": 2014, ""date"": ""2014-01-01""},
  {""event"": ""First influencer marketing campaign"", ""year"": 2013, ""date"": ""2013-01-01""},
  {""event"": ""First fake news viral spread"", ""year"": 2004, ""date"": ""2004-01-01""},
  {""event"": ""First cyberwar Stuxnet"", ""year"": 2010, ""date"": ""2010-06-01""},
  {""event"": ""First ransomware attack"", ""year"": 1989, ""date"": ""1989-01-01""},
  {""event"": ""First data breach Equifax"", ""year"": 2017, ""date"": ""2017-07-01""},
  {""event"": ""First GDPR enforcement"", ""year"": 2018, ""date"": ""2018-05-25""},
  {""event"": ""First AI regulation proposal"", ""year"": 2018, ""date"": ""2018-01-01""},
  {""event"": ""First space tourism ticket sold"", ""year"": 2001, ""date"": ""2001-04-01""},
  {""event"": ""First private moon mission"", ""year"": 2019, ""date"": ""2019-02-22""},
  {""event"": ""First Mars sample return plan"", ""year"": 2020, ""date"": ""2020-01-01""},
  {""event"": ""First interstellar object Oumuamua"", ""year"": 2017, ""date"": ""2017-10-19""},
  {""event"": ""First black hole image"", ""year"": 2019, ""date"": ""2019-04-10""},
  {""event"": ""First detection of water on Mars"", ""year"": 2015, ""date"": ""2015-09-28""},
  {""event"": ""First evidence of life on Mars? (debate)"", ""year"": 1996, ""date"": ""1996-08-07""},
  {""event"": ""First rover on Mars Sojourner"", ""year"": 1997, ""date"": ""1997-07-04""},
  {""event"": ""First human on the moon"", ""year"": 1969, ""date"": ""1969-07-20""},
  {""event"": ""First space station Mir"", ""year"": 1986, ""date"": ""1986-02-20""},
  {""event"": ""First woman in space"", ""year"": 1963, ""date"": ""1963-06-16""},
  {""event"": ""First spacewalk"", ""year"": 1965, ""date"": ""1965-03-18""},
  {""event"": ""First satellite Sputnik"", ""year"": 1957, ""date"": ""1957-10-04""},
  {""event"": ""First animal in space Laika"", ""year"": 1957, ""date"": ""1957-11-03""},
  {""event"": ""First orbital flight Yuri Gagarin"", ""year"": 1961, ""date"": ""1961-04-12""},
  {""event"": ""First American in space Alan Shepard"", ""year"": 1961, ""date"": ""1961-05-05""},
  {""event"": ""Apollo 13 crisis"", ""year"": 1970, ""date"": ""1970-04-11""},
  {""event"": ""Space Shuttle Columbia disaster"", ""year"": 2003, ""date"": ""2003-02-01""},
  {""event"": ""Space Shuttle Challenger disaster"", ""year"": 1986, ""date"": ""1986-01-28""},
  {""event"": ""First international space station module"", ""year"": 1998, ""date"": ""1998-11-20""},
  {""event"": ""First commercial resupply to ISS"", ""year"": 2012, ""date"": ""2012-10-07""},
  {""event"": ""First private crew to ISS"", ""year"": 2020, ""date"": ""2020-05-30""},
  {""event"": ""First all-female spacewalk"", ""year"": 2019, ""date"": ""2019-10-18""},
  {""event"": ""First Arab in space"", ""year"": 1985, ""date"": ""1985-06-17""},
  {""event"": ""First Chinese space station"", ""year"": 2021, ""date"": ""2021-06-17""},
  {""event"": ""First Indian in space"", ""year"": 1984, ""date"": ""1984-04-29""},
  {""event"": ""First Japanese in space"", ""year"": 1985, ""date"": ""1985-01-08""},
  {""event"": ""First European in space"", ""year"": 1977, ""date"": ""1977-12-02""},
  {""event"": ""First space tourist Dennis Tito"", ""year"": 2001, ""date"": ""2001-04-28""},
  {""event"": ""First female space tourist"", ""year"": 2006, ""date"": ""2006-09-18""},
  {""event"": ""First orbital space hotel concept"", ""year"": 2021, ""date"": ""2021-01-01""},
  {""event"": ""First lunar rover Lunokhod"", ""year"": 1970, ""date"": ""1970-11-17""},
  {""event"": ""First soft landing on moon Luna 2"", ""year"": 1959, ""date"": ""1959-09-13""},
  {""event"": ""First images from Mars Mariner 4"", ""year"": 1965, ""date"": ""1965-07-14""},
  {""event"": ""First Venus landing Venera 7"", ""year"": 1970, ""date"": ""1970-12-15""},
  {""event"": ""First Jupiter flyby Pioneer 10"", ""year"": 1973, ""date"": ""1973-12-03""},
  {""event"": ""First Saturn rings detail Voyager 1"", ""year"": 1980, ""date"": ""1980-11-12""},
  {""event"": ""First Uranus images Voyager 2"", ""year"": 1986, ""date"": ""1986-01-24""},
  {""event"": ""First Neptune images Voyager 2"", ""year"": 1989, ""date"": ""1989-08-25""},
  {""event"": ""First Pluto flyby New Horizons"", ""year"": 2015, ""date"": ""2015-07-14""},
  {""event"": ""First asteroid sample Hayabusa"", ""year"": 2010, ""date"": ""2010-06-13""},
  {""event"": ""First comet landing Philae"", ""year"": 2014, ""date"": ""2014-11-12""},
  {""event"": ""First solar probe Parker"", ""year"": 2018, ""date"": ""2018-08-12""},
  {""event"": ""First Europa flyby"", ""year"": 2022, ""date"": ""2022-09-29""},
  {""event"": ""First Titan landing Huygens"", ""year"": 2005, ""date"": ""2005-01-14""},
  {""event"": ""First Enceladus geysers Cassini"", ""year"": 2005, ""date"": ""2005-11-27""},
  {""event"": ""First asteroid belt Vesta Dawn"", ""year"": 2011, ""date"": ""2011-07-17""},
  {""event"": ""First Ceres images Dawn"", ""year"": 2015, ""date"": ""2015-03-06""},
  {""event"": ""First Mercury orbiter MESSENGER"", ""year"": 2011, ""date"": ""2011-03-18""}
]"
