"[
  {""event"": ""Founding of the first city-state in Sumer, marking the dawn of urban civilization"", ""year"": 3500, ""date"": ""3500-01-01""},
  {""event"": ""Invention of writing in Mesopotamia (cuneiform)"", ""year"": 3200, ""date"": ""3200-01-01""},
  {""event"": ""South Africa election: ANC loses majority"", ""year"": 2024, ""date"": ""2024-05-29""},
  {""event"": ""Indonesia election: Prabowo wins"", ""year"": 2024, ""date"": ""2024-02-14""},
  {""event"": ""Mexico election: Sheinbaum wins"", ""year"": 2024, ""date"": ""2024-06-02""},
  {""event"": ""EU Parliament elections"", ""year"": 2024, ""date"": ""2024-06-09""},
  {""event"": ""NATO summit in Washington"", ""year"": 2024, ""date"": ""2024-07-09""},
  {""event"": ""G7 summit in Italy"", ""year"": 2024, ""date"": ""2024-06-13""},
  {""event"": ""BRICS summit in Russia"", ""year"": 2024, ""date"": ""2024-10-22""},
  {""event"": ""UN General Assembly"", ""year"": 2024, ""date"": ""2024-09-10""},
  {""event"": ""COP29 climate summit in Azerbaijan"", ""year"": 2024, ""date"": ""2024-11-11""},
  {""event"": ""US election day"", ""year"": 2024, ""date"": ""2024-11-05""},
  {""event"": ""Bitcoin halving"", ""year"": 2024, ""date"": ""2024-04-19""},
  {""event"": ""AI safety summit in UK"", ""year"": 2024, ""date"": ""2024-11-01""},
  {""event"": ""Global AI regulation talks"", ""year"": 2024, ""date"": ""2024-05-01""},
  {""event"": ""Quantum computing breakthrough"", ""year"": 2024, ""date"": ""2024-01-01""},
  {""event"": ""Fusion energy milestone"", ""year"": 2024, ""date"": ""2024-02-01""},
  {""event"": ""Climate migration peaks"", ""year"": 2024, ""date"": ""2024-03-01""},
  {""event"": ""Global population hits 8.1 billion"", ""year"": 2024, ""date"": ""2024-01-01""},
  {""event"": ""Renewable energy surpasses fossil fuels in Europe"", ""year"": 2024, ""date"": ""2024-04-01""},
  {""event"": ""China-Taiwan tensions escalate"", ""year"": 2024, ""date"": ""2024-05-01""},
  {""event"": ""Middle East peace talks resume"", ""year"": 2024, ""date"": ""2024-06-01""},
  {""event"": ""Africa free trade area fully operational"", ""year"": 2024, ""date"": ""2024-07-01""},
  {""event"": ""Latin America migration crisis"", ""year"": 2024, ""date"": ""2024-08-01""},
  {""event"": ""Asia-Pacific trade war fears"", ""year"": 2024, ""date"": ""2024-09-01""},
  {""event"": ""European heatwave"", ""year"": 2024, ""date"": ""2024-07-01""},
  {""event"": ""US Supreme Court immunity ruling"", ""year"": 2024, ""date"": ""2024-07-01""},
  {""event"": ""Roe v Wade overturn anniversary protests"", ""year"": 2024, ""date"": ""2024-06-24""},
  {""event"": ""Global hunger summit"", ""year"": 2024, ""date"": ""2024-10-01""},
  {""event"": ""Women's rights march worldwide"", ""year"": 2024, ""date"": ""2024-03-08""},
  {""event"": ""Youth climate strike"", ""year"": 2024, ""date"": ""2024-09-20""},
  {""event"": ""Indigenous rights victory in Amazon"", ""year"": 2024, ""date"": ""2024-11-01""},
  {""event"": ""Ocean plastic treaty signed"", ""year"": 2024, ""date"": ""2024-12-01""},
  {""event"": ""Space tourism flight by Virgin Galactic"", ""year"": 2024, ""date"": ""2024-01-01""},
  {""event"": ""Mars rover Perseverance sample collection"", ""year"": 2024, ""date"": ""2024-02-01""},
  {""event"": ""Artemis II mission launch"", ""year"": 2024, ""date"": ""2024-09-01""},
  {""event"": ""International Space Station deorbit planning"", ""year"": 2024, ""date"": ""2024-10-01""},
  {""event"": ""Private moon landing attempt"", ""year"": 2024, ""date"": ""2024-11-01""},
  {""event"": ""Breakthrough in Alzheimer's treatment"", ""year"": 2024, ""date"": ""2024-03-01""},
  {""event"": ""mRNA vaccine for cancer approved"", ""year"": 2024, ""date"": ""2024-04-01""},
  {""event"": ""CRISPR gene editing human trial success"", ""year"": 2024, ""date"": ""2024-05-01""},
  {""event"": ""Longevity research funding boom"", ""year"": 2024, ""date"": ""2024-06-01""},
  {""event"": ""Mental health crisis global response"", ""year"": 2024, ""date"": ""2024-07-01""},
  {""event"": ""Pandemic preparedness treaty"", ""year"": 2024, ""date"": ""2024-08-01""},
  {""event"": ""Antibiotic resistance breakthrough"", ""year"": 2024, ""date"": ""2024-09-01""},
  {""event"": ""Global vaccination drive for new virus"", ""year"": 2024, ""date"": ""2024-10-01""},
  {""event"": ""Cybersecurity treaty between US and China"", ""year"": 2024, ""date"": ""2024-11-01""},
  {""event"": ""Quantum internet prototype"", ""year"": 2024, ""date"": ""2024-12-01""},
  {""event"": ""6G network trials begin"", ""year"": 2024, ""date"": ""2024-01-01""},
  {""event"": ""Metaverse economy reaches $1 trillion"", ""year"": 2024, ""date"": ""2024-02-01""},
  {""event"": ""Deepfake regulation law passed in EU"", ""year"": 2024, ""date"": ""2024-03-01""},
  {""event"": ""Social media platform antitrust breakup"", ""year"": 2024, ""date"": ""2024-04-01""},
  {""event"": ""Electric vehicle majority in Norway"", ""year"": 2024, ""date"": ""2024-05-01""},
  {""event"": ""Global carbon tax implemented"", ""year"": 2024, ""date"": ""2024-06-01""},
  {""event"": ""Sustainable fashion movement peaks"", ""year"": 2024, ""date"": ""2024-07-01""},
  {""event"": ""Circular economy adopted in Japan"", ""year"": 2024, ""date"": ""2024-08-01""},
  {""event"": ""Food tech: Lab-grown meat mainstream"", ""year"": 2024, ""date"": ""2024-09-01""},
  {""event"": ""Water scarcity crisis in Middle East"", ""year"": 2024, ""date"": ""2024-10-01""},
  {""event"": ""Biodiversity COP in Colombia"", ""year"": 2024, ""date"": ""2024-10-21""},
  {""event"": ""Peace deal in Ukraine negotiations"", ""year"": 2024, ""date"": ""2024-11-01""},
  {""event"": ""Gaza ceasefire agreement"", ""year"": 2024, ""date"": ""2024-12-01""},
  {""event"": ""Global minimum tax for corporations"", ""year"": 2024, ""date"": ""2024-01-01""},
  {""event"": ""Wealth tax in several countries"", ""year"": 2024, ""date"": ""2024-02-01""},
  {""event"": ""Universal basic income pilot success"", ""year"": 2024, ""date"": ""2024-03-01""},
  {""event"": ""Education reform worldwide"", ""year"": 2024, ""date"": ""2024-04-01""},
  {""event"": ""Digital currency central bank adoption"", ""year"": 2024, ""date"": ""2024-05-01""},
  {""event"": ""Gig economy labor rights law"", ""year"": 2024, ""date"": ""2024-06-01""},
  {""event"": ""Remote work permanent in corporations"", ""year"": 2024, ""date"": ""2024-07-01""},
  {""event"": ""Sports: Women's World Cup expansion"", ""year"": 2024, ""date"": ""2024-08-01""},
  {""event"": ""Olympics: Paris 2024 closing"", ""year"": 2024, ""date"": ""2024-08-11""},
  {""event"": ""Cultural: Eurovision winner"", ""year"": 2024, ""date"": ""2024-05-11""},
  {""event"": ""Film: Cannes Palme d'Or"", ""year"": 2024, ""date"": ""2024-05-25""},
  {""event"": ""Music: Taylor Swift tour breaks records"", ""year"": 2024, ""date"": ""2024-01-01""},
  {""event"": ""Literature: Nobel Prize for Literature"", ""year"": 2024, ""date"": ""2024-10-10""},
  {""event"": ""Science: Nobel for Chemistry"", ""year"": 2024, ""date"": ""2024-10-09""},
  {""event"": ""Peace: Nobel Peace Prize"", ""year"": 2024, ""date"": ""2024-10-11""},
  {""event"": ""Economics: Nobel for Economic Sciences"", ""year"": 2024, ""date"": ""2024-10-14""},
  {""event"": ""Art: Major auction record broken"", ""year"": 2024, ""date"": ""2024-11-01""},
  {""event"": ""Theater: Broadway revival"", ""year"": 2024, ""date"": ""2024-12-01""},
  {""event"": ""Gaming: New console release"", ""year"": 2024, ""date"": ""2024-11-01""},
  {""event"": ""Esports world championship"", ""year"": 2024, ""date"": ""2024-10-01""},
  {""event"": ""Fashion week in Paris"", ""year"": 2024, ""date"": ""2024-09-01""},
  {""event"": ""Culinary: World's 50 Best Restaurants"", ""year"": 2024, ""date"": ""2024-06-01""},
  {""event"": ""Architecture: Pritzker Prize"", ""year"": 2024, ""date"": ""2024-03-05""},
  {""event"": ""Photography: World Press Photo"", ""year"": 2024, ""date"": ""2024-04-01""},
  {""event"": ""Dance: Major ballet premiere"", ""year"": 2024, ""date"": ""2024-05-01""},
  {""event"": ""Opera: Met Gala theme"", ""year"": 2024, ""date"": ""2024-05-06""},
  {""event"": ""Historical anniversary: D-Day 80th"", ""year"": 2024, ""date"": ""2024-06-06""},
  {""event"": ""Civil rights: March on Washington 60th"", ""year"": 2024, ""date"": ""2024-08-28""},
  {""event"": ""Space: 55th anniversary moon landing"", ""year"": 2024, ""date"": ""2024-07-20""},
  {""event"": ""WWII: Pearl Harbor 83rd"", ""year"": 2024, ""date"": ""2024-12-07""},
  {""event"": ""Independence: US 248th"", ""year"": 2024, ""date"": ""2024-07-04""},
  {""event"": ""Bastille Day"", ""year"": 2024, ""date"": ""2024-07-14""},
  {""event"": ""Chinese New Year"", ""year"": 2024, ""date"": ""2024-02-10""},
  {""event"": ""Diwali"", ""year"": 2024, ""date"": ""2024-10-31""},
  {""event"": ""Ramadan begins"", ""year"": 2024, ""date"": ""2024-03-11""},
  {""event"": ""Easter"", ""year"": 2024, ""date"": ""2024-03-31""},
  {""event"": ""Hanukkah"", ""year"": 2024, ""date"": ""2024-12-25""},
  {""event"": ""Thanksgiving US"", ""year"": 2024, ""date"": ""2024-11-28""},
  {""event"": ""New Year's Eve celebrations"", ""year"": 2024, ""date"": ""2024-12-31""},
  {""event"": ""Halloween global"", ""year"": 2024, ""date"": ""2024-10-31""},
  {""event"": ""Valentine's Day"", ""year"": 2024, ""date"": ""2024-02-14""},
  {""event"": ""Earth Day"", ""year"": 2024, ""date"": ""2024-04-22""},
  {""event"": ""Labor Day US"", ""year"": 2024, ""date"": ""2024-09-02""},
  {""event"": ""Memorial Day US"", ""year"": 2024, ""date"": ""2024-05-27""},
  {""event"": ""Independence Day India"", ""year"": 2024, ""date"": ""2024-08-15""},
  {""event"": ""Bastille Day France"", ""year"": 2024, ""date"": ""2024-07-14""},
  {""event"": ""Canada Day"", ""year"": 2024, ""date"": ""2024-07-01""},
  {""event"": ""Mexico Independence"", ""year"": 2024, ""date"": ""2024-09-16""},
  {""event"": ""Brazil Independence"", ""year"": 2024, ""date"": ""2024-09-07""},
  {""event"": ""South Africa Freedom Day"", ""year"": 2024, ""date"": ""2024-04-27""},
  {""event"": ""Australia Day"", ""year"": 2024, ""date"": ""2024-01-26""},
  {""event"": ""Japan Emperor's Birthday"", ""year"": 2024, ""date"": ""2024-02-23""},
  {""event"": ""Germany Unity Day"", ""year"": 2024, ""date"": ""2024-10-03""},
  {""event"": ""Italy Republic Day"", ""year"": 2024, ""date"": ""2024-06-02""},
  {""event"": ""Spain National Day"", ""year"": 2024, ""date"": ""2024-10-12""},
  {""event"": ""Russia Victory Day"", ""year"": 2024, ""date"": ""2024-05-09""},
  {""event"": ""China National Day"", ""year"": 2024, ""date"": ""2024-10-01""},
  {""event"": ""Korea Liberation Day"", ""year"": 2024, ""date"": ""2024-08-15""},
  {""event"": ""Turkey Republic Day"", ""year"": 2024, ""date"": ""2024-10-29""},
  {""event"": ""Egypt Revolution Day"", ""year"": 2024, ""date"": ""2024-01-25""},
  {""event"": ""Nigeria Independence"", ""year"": 2024, ""date"": ""2024-10-01""},
  {""event"": ""Kenya Independence"", ""year"": 2024, ""date"": ""2024-12-12""},
  {""event"": ""Ghana Independence"", ""year"": 2024, ""date"": ""2024-03-06""},
  {""event"": ""South Sudan Independence"", ""year"": 2024, ""date"": ""2024-07-09""},
  {""event"": ""Global Health Day WHO"", ""year"": 2024, ""date"": ""2024-04-07""},
  {""event"": ""World Environment Day"", ""year"": 2024, ""date"": ""2024-06-05""},
  {""event"": ""International Women's Day"", ""year"": 2024, ""date"": ""2024-03-08""},
  {""event"": ""World Refugee Day"", ""year"": 2024, ""date"": ""2024-06-20""},
  {""event"": ""UN Day"", ""year"": 2024, ""date"": ""2024-10-24""},
  {""event"": ""Human Rights Day"", ""year"": 2024, ""date"": ""2024-12-10""},
  {""event"": ""World AIDS Day"", ""year"": 2024, ""date"": ""2024-12-01""},
  {""event"": ""International Day of Peace"", ""year"": 2024, ""date"": ""2024-09-21""},
  {""event"": ""World Water Day"", ""year"": 2024, ""date"": ""2024-03-22""},
  {""event"": ""Earth Hour"", ""year"": 2024, ""date"": ""2024-03-23""},
  {""event"": ""World Wildlife Day"", ""year"": 2024, ""date"": ""2024-03-03""},
  {""event"": ""International Yoga Day"", ""year"": 2024, ""date"": ""2024-06-21""},
  {""event"": ""World Music Day"", ""year"": 2024, ""date"": ""2024-06-21""},
  {""event"": ""Nelson Mandela International Day"", ""year"": 2024, ""date"": ""2024-07-18""},
  {""event"": ""World Population Day"", ""year"": 2024, ""date"": ""2024-07-11""},
  {""event"": ""International Youth Day"", ""year"": 2024, ""date"": ""2024-08-12""},
  {""event"": ""World Tourism Day"", ""year"": 2024, ""date"": ""2024-09-27""},
  {""event"": ""International Day for Disaster Reduction"", ""year"": 2024, ""date"": ""2024-10-13""},
  {""event"": ""World Food Day"", ""year"": 2024, ""date"": ""2024-10-16""},
  {""event"": ""International Day for Tolerance"", ""year"": 2024, ""date"": ""2024-11-16""},
  {""event"": ""Human Rights Defenders Day"", ""year"": 2024, ""date"": ""2024-03-08""},
  {""event"": ""World Press Freedom Day"", ""year"": 2024, ""date"": ""2024-05-03""},
  {""event"": ""International Labor Day"", ""year"": 2024, ""date"": ""2024-05-01""},
  {""event"": ""World Book Day"", ""year"": 2024, ""date"": ""2024-04-23""},
  {""event"": ""International Dance Day"", ""year"": 2024, ""date"": ""2024-04-29""},
  {""event"": ""World Theatre Day"", ""year"": 2024, ""date"": ""2024-03-27""},
  {""event"": ""International Museum Day"", ""year"": 2024, ""date"": ""2024-05-18""},
  {""event"": ""World Poetry Day"", ""year"": 2024, ""date"": ""2024-03-21""},
  {""event"": ""International Jazz Day"", ""year"": 2024, ""date"": ""2024-04-30""},
  {""event"": ""World Art Day"", ""year"": 2024, ""date"": ""2024-04-15""},
  {""event"": ""International Film Day"", ""year"": 2024, ""date"": ""2024-07-03""},
  {""event"": ""World Photography Day"", ""year"": 2024, ""date"": ""2024-08-19""},
  {""event"": ""International Animation Day"", ""year"": 2024, ""date"": ""2024-10-13""},
  {""event"": ""World Comic Book Day"", ""year"": 2024, ""date"": ""2024-09-25""},
  {""event"": ""International Games Day"", ""year"": 2024, ""date"": ""2024-11-16""},
  {""event"": ""World Science Day"", ""year"": 2024, ""date"": ""2024-11-10""},
  {""event"": ""International Day of Education"", ""year"": 2024, ""date"": ""2024-01-24""},
  {""event"": ""World Teacher's Day"", ""year"": 2024, ""date"": ""2024-10-05""},
  {""event"": ""International Students' Day"", ""year"": 2024, ""date"": ""2024-11-17""},
  {""event"": ""World Library Day"", ""year"": 2024, ""date"": ""2024-02-24""},
  {""event"": ""International Reading Day"", ""year"": 2024, ""date"": ""2024-03-02""},
  {""event"": ""World Math Day"", ""year"": 2024, ""date"": ""2024-03-06""},
  {""event"": ""International Astronomy Day"", ""year"": 2024, ""date"": ""2024-05-11""},
  {""event"": ""World Physics Day"", ""year"": 2024, ""date"": ""2024-11-07""},
  {""event"": ""International Chemistry Day"", ""year"": 2024, ""date"": ""2024-10-16""},
  {""event"": ""World Biology Day"", ""year"": 2024, ""date"": ""2024-10-16""},
  {""event"": ""International Geology Day"", ""year"": 2024, ""date"": ""2024-10-12""},
  {""event"": ""World Ocean Day"", ""year"": 2024, ""date"": ""2024-06-08""},
  {""event"": ""International Mountain Day"", ""year"": 2024, ""date"": ""2024-12-11""},
  {""event"": ""World Desertification Day"", ""year"": 2024, ""date"": ""2024-06-17""},
  {""event"": ""International Day of Forests"", ""year"": 2024, ""date"": ""2024-03-21""},
  {""event"": ""World Soil Day"", ""year"": 2024, ""date"": ""2024-12-05""},
  {""event"": ""International Day of Clean Air"", ""year"": 2024, ""date"": ""2024-09-07""},
  {""event"": ""World Meteorological Day"", ""year"": 2024, ""date"": ""2024-03-23""},
  {""event"": ""International Day for Biological Diversity"", ""year"": 2024, ""date"": ""2024-05-22""},
  {""event"": ""World Environment Day focus on land restoration"", ""year"": 2024, ""date"": ""2024-06-05""},
  {""event"": ""International Coral Reef Day"", ""year"": 2024, ""date"": ""2024-09-01""},
  {""event"": ""World Turtle Day"", ""year"": 2024, ""date"": ""2024-05-23""},
  {""event"": ""International Whale Shark Day"", ""year"": 2024, ""date"": ""2024-02-14""},
  {""event"": ""World Bee Day"", ""year"": 2024, ""date"": ""2024-05-20""},
  {""event"": ""International Day of Clean Energy"", ""year"": 2024, ""date"": ""2024-01-26""},
  {""event"": ""World Renewable Energy Day"", ""year"": 2024, ""date"": ""2024-06-15""},
  {""event"": ""International Day of Zero Waste"", ""year"": 2024, ""date"": ""2024-03-30""},
  {""event"": ""World Recycling Day"", ""year"": 2024, ""date"": ""2024-05-18""},
  {""event"": ""International Day for the Elimination of Poverty"", ""year"": 2024, ""date"": ""2024-10-17""},
  {""event"": ""World Day for Poverty Eradication"", ""year"": 2024, ""date"": ""2024-10-17""},
  {""event"": ""International Day of Happiness"", ""year"": 2024, ""date"":"
