"[
  {""event"": ""Outbreak of World War I, assassination of Archduke Franz Ferdinand"", ""year"": 1914, ""date"": ""1914-06-28""},
  {""event"": ""Signing of the Treaty of Versailles ending World War I"", ""year"": 1919, ""date"": ""1919-06-28""},
  {""event"": ""Falklands War"", ""year"": 1982, ""date"": ""1982-04-02""},
  {""event"": ""TWA Flight 847 hijacking"", ""year"": 1985, ""date"": ""1985-06-14""},
  {""event"": ""Chernobyl"", ""year"": 1986, ""date"": ""1986-04-26""},
  {""event"": ""Iran-Contra affair revealed"", ""year"": 1986, ""date"": ""1986-11-25""},
  {""event"": ""Black Monday crash"", ""year"": 1987, ""date"": ""1987-10-19""},
  {""event"": ""Pan Am 103 bombing"", ""year"": 1988, ""date"": ""1988-12-21""},
  {""event"": ""Berlin Wall falls"", ""year"": 1989, ""date"": ""1989-11-09""},
  {""event"": ""Exxon Valdez"", ""year"": 1989, ""date"": ""1989-03-24""},
  {""event"": ""Tiananmen Square"", ""year"": 1989, ""date"": ""1989-06-04""},
  {""event"": ""Gulf War"", ""year"": 1991, ""date"": ""1991-01-17""},
  {""event"": ""LA Riots"", ""year"": 1992, ""date"": ""1992-04-29""},
  {""event"": ""Waco"", ""year"": 1993, ""date"": ""1993-04-19""},
  {""event"": ""Oslo Accords"", ""year"": 1993, ""date"": ""1993-09-13""},
  {""event"": ""Rwandan genocide"", ""year"": 1994, ""date"": ""1994-04-06""},
  {""event"": ""Oklahoma City"", ""year"": 1995, ""date"": ""1995-04-19""},
  {""event"": ""Dolly cloned"", ""year"": 1996, ""date"": ""1996-02-22""},
  {""event"": ""Princess Diana death"", ""year"": 1997, ""date"": ""1997-08-31""},
  {""event"": ""Good Friday Agreement"", ""year"": 1998, ""date"": ""1998-04-10""},
  {""event"": ""Y2K"", ""year"": 2000, ""date"": ""2000-01-01""},
  {""event"": ""9/11"", ""year"": 2001, ""date"": ""2001-09-11""},
  {""event"": ""Enron collapse"", ""year"": 2001, ""date"": ""2001-12-02""},
  {""event"": ""Iraq invasion"", ""year"": 2003, ""date"": ""2003-03-20""},
  {""event"": ""Facebook founded"", ""year"": 2004, ""date"": ""2004-02-04""},
  {""event"": ""London bombings"", ""year"": 2005, ""date"": ""2005-07-07""},
  {""event"": ""Katrina"", ""year"": 2005, ""date"": ""2005-08-29""},
  {""event"": ""Virginia Tech shooting"", ""year"": 2007, ""date"": ""2007-04-16""},
  {""event"": ""Global financial crisis"", ""year"": 2008, ""date"": ""2008-09-15""},
  {""event"": ""Obama elected"", ""year"": 2008, ""date"": ""2008-11-04""},
  {""event"": ""Arab Spring Tunisia"", ""year"": 2010, ""date"": ""2010-12-17""},
  {""event"": ""Bin Laden killed"", ""year"": 2011, ""date"": ""2011-05-02""},
  {""event"": ""Fukushima"", ""year"": 2011, ""date"": ""2011-03-11""},
  {""event"": ""Brexit vote"", ""year"": 2016, ""date"": ""2016-06-23""},
  {""event"": ""Trump elected"", ""year"": 2016, ""date"": ""2016-11-08""},
  {""event"": ""COVID lockdown in Wuhan"", ""year"": 2020, ""date"": ""2020-01-23""},
  {""event"": ""Capitol riot"", ""year"": 2021, ""date"": ""2021-01-06""},
  {""event"": ""Russia-Ukraine war"", ""year"": 2022, ""date"": ""2022-02-24""},
  {""event"": ""Queen Elizabeth death"", ""year"": 2022, ""date"": ""2022-09-08""},
  {""event"": ""Israel-Hamas war"", ""year"": 2023, ""date"": ""2023-10-07""}
]"
